country,year,reporting_level,welfare_type,ppp_version,survey_year,survey_comparability,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median
Austria,2008,national,income,2011,2008,2,0.47116702,0.582016265,0.908304726,0.213663165,1.519788759,6.764238250650691,20.19829202327596,38.82848346538841,5.910765197,10.37750994170583,17.215347851337178,39208,48432,75585,17780,126469,562886,1680800,3231111,491864,863564,1432574
Austria,2009,national,income,2011,2009,2,0.6562347202890401,0.732556579,0.980207712,0.492000104,1.871469661,6.77096686,19.752089938593254,37.05889391,6.194501197,11.25670915387778,17.54959573651539,54752,61120,81782,41049,156143,564924,1647981,3091943,516827,939184,1464219
Austria,2010,national,income,2011,2010,2,0.490702532,0.575203057,0.807009957,0.39542832,1.338144612,5.590467038,18.33632242168066,35.361239059499624,5.24473724,10.37170661916822,17.17846191366575,41039,48107,67494,33071,111914,467553,1533541,2957403,438639,867428,1436704
Austria,2011,national,income,2011,2011,2,0.41540423,0.575020352,1.032590061,0.341581361,1.763610066,6.806992222,20.15908025429896,37.64936710982749,5.804327914,10.11724339,17.39866725644238,34859,48254,86651,28664,147996,571218,1691678,3159400,487078,849003,1460034
Austria,2012,national,income,2011,2012,2,0.6169173685047901,0.71656319,1.007539952,0.516822298,1.9318241064287405,7.442963636,19.98089901023499,38.31629755466187,6.038541152,10.66854933844402,16.66326686164642,52006,60406,84936,43568,162853,627441,1684388,3230060,509048,899358,1404712
Austria,2013,national,income,2011,2013,2,0.337997855,0.376614705,0.59499488,0.2693846816486799,1.174905353,5.638021639,18.16258429,36.017880881677186,5.193758964,9.573484145,15.89423189604015,28662,31936,50455,22843,99630,478094,1540155,3054253,440422,811815,1347803
Austria,2014,national,income,2011,2014,2,0.224260216,0.33589077,0.6665892804870001,0.133530086,1.292959279,6.39418978,19.34046015565949,36.21172427658925,5.5556395790915705,10.48704837651198,17.32020169480793,19166,28706,56969,11412,110501,546470,1652905,3094783,474805,896260,1480246
Austria,2015,national,income,2011,2015,2,0.67719302,0.731444625,0.868777696,0.561021454,1.967582616,5.583691381,19.58873284091587,36.21221396824314,5.023185044,11.33570412354268,18.142846311001907,58528,63217,75086,48487,170052,482582,1692995,3129713,434139,979711,1568032
Austria,2016,national,income,2011,2016,2,0.664063548,0.892798056,1.244527871,0.5615573522987299,1.998556723,6.009338653,17.16787310714232,33.40026005538131,6.174955787,10.658500451146187,17.39610617,58017,78001,108730,49061,174607,525016,1499900,2918070,539485,931198,1519840
Austria,2017,national,income,2011,2017,2,0.31808962,0.398292442,0.68288298,0.231950887,1.255406765,5.695717834,17.19116137651087,33.66770499940261,5.842826886,10.73653365991959,17.43443915997453,27984,35040,60077,20406,110445,501085,1512404,2961939,514027,944554,1533806
Austria,2018,national,income,2011,2018,2,0.56835837,0.687345671,1.042825342,0.523843799,1.53171629,5.80423128,17.54940496505563,34.41783158,5.755194717,10.24160915917387,17.54940496505563,50246,60765,92191,46311,135412,513124,1551459,3042716,508789,905412,1551459
Austria,2019,national,income,2011,2019,2,0.6406388870167501,0.712553192,0.849712691,0.543059886,1.419572208,6.069463004,15.64432942924909,32.18417008473377,6.333714679,10.54046936175136,16.54163939948695,56888,63274,75454,48223,126057,538963,1389204,2857929,562429,935985,1468884
Azerbaijan,1995,national,consumption,2011,1995,0,7.080844424589331,25.37372426490514,61.25691050520145,1.542151238,89.97026956,98.64158483761808,99.66861757517424,99.92059768523627,6.645353057016069,12.50977358,19.65492255731093,544152,1949933,4707502,118512,6914080,7580458,7659384,7678748,510685,961357,1510451
Azerbaijan,2001,national,consumption,2011,2001,1,2.582734896,16.68452258577439,51.95486798,0.16231213,83.76389152049131,96.43674513,98.78965262030404,99.47265323290624,4.391625797,9.576643319,16.64858786106267,209491,1353315,4214163,13165,6794257,7822177,8013026,8068426,356214,776781,1350400
Azerbaijan,2002,national,consumption,2011,2002,1,0.042838097,0.56752454,16.164272384534538,0,75.93861471,96.79760953594794,99.02539703406072,99.55998695192154,0.399515826,1.8651206820784896,5.872973407464601,3501,46378,1320936,0,6205666,7910252,8092306,8135992,32648,152417,479936
Azerbaijan,2003,national,consumption,2011,2003,1,0,0.910999667,17.45616590896736,0,71.33058434926835,96.14815797450972,98.85893153,99.44920750824808,0.8386609794477701,3.083055244,8.834081653,0,75013,1437358,0,5873432,7916935,8140143,8188747,69056,253862,727407
Azerbaijan,2004,national,consumption,2011,2004,1,0,0.1555669838438799,13.92888803191154,0,71.76881799314212,95.86901178452524,98.53247419326448,99.27196350033957,0.141149798,1.032269398,5.834421083,0,12922,1157003,0,5961477,7963359,8184600,8246026,11725,85745,484636
Azerbaijan,2005,national,consumption,2011,2005,1,0,0.040093736,7.046067947266139,0,62.43506050921663,94.19605665,98.26106352596574,99.17965490787164,0.101772814,0.8775635578713199,5.1723729939479695,0,3365,591295,0,5239457,7904792,8245921,8323008,8541,73644,434058
Bangladesh,1983,national,consumption,2011,1983.5,0,38.804917988237655,83.21828203866328,97.11552695545709,4.2449926757812495,99.74970289926264,99.999,99.999,99.999,2.115291748,5.709543457,12.27561279296874,33427523,71686300,83657733,3656742,85926878,86141629,86141629,86141629,1822165,4918343,10574519
Bangladesh,1985,national,consumption,2011,1985.5,0,34.18285156,78.51531336996736,95.64379522185315,1.54777832,99.21126655,99.97673409929916,99.999,99.999,0.833809814,3.55543335,10.18862792968749,31025785,71263780,86810306,1404828,90048293,90743063,90763272,90763272,756801,3227060,9247625
Bangladesh,1988,national,consumption,2011,1988.5,0,43.22452977150053,82.71709405221875,96.22119361969168,4.5745166015624905,99.24816506043484,99.93856444,99.999,99.999,1.077901611,5.331201172,13.361821289062489,42440588,81216895,94476078,4491551,97448151,98126029,98185368,98185368,1058352,5234512,13119485
Bangladesh,1991,national,consumption,2011,1991.5,1,43.47000143121849,83.53658535,96.88835649962004,4.911730007,99.63747588057235,99.94205640466042,99.98792607844376,99.99578945109232,1.580740377,5.531544894018269,11.93478477289178,45903941,88213903,102313257,5186744,105216303,105537937,105586375,105594679,1669248,5841263,12603028
Bangladesh,1995,national,consumption,2011,1995.5,1,35.03813270447318,74.79991082,92.58489108587148,2.9756035528911697,98.07436382864482,99.68180061409826,99.91299117027616,99.99388300445572,1.6300837917650302,5.056233722,11.54903874138689,40353394,86147007,106629957,3427001,112952179,114803463,115069725,115162888,1877366,5823261,13301020
Bangladesh,2000,national,consumption,2011,2000,2,34.22189766703072,72.29921371362995,91.49318928,2.4502733966855104,98.10450877731564,99.78012442737572,99.96514179552244,99.98357656697964,1.392534415,5.209777174,11.98720136020643,43686943,92295630,116798249,3127967,125238118,127377174,127613363,127636896,1777680,6650690,15302605
Bangladesh,2005,national,consumption,2011,2005,2,25.117842400683287,65.76808392575745,89.15091623400423,0.8352438780207101,97.44461239,99.65955394417878,99.91999983,99.96147520808532,1.022231561,4.252897537,11.90063026638462,34922719,91440988,123951427,1161286,135482609,138562164,138924276,138981942,1421265,5913038,16546101
Bangladesh,2010,national,consumption,2011,2010,2,19.17757703683664,59.96110181170232,87.55113615019437,0.490289103,97.36828450946606,99.66116149705816,99.87636378548991,99.94548570242178,1.191134547,5.063475544,12.25065573691551,28301392,88487856,129203968,723546,143691667,147075391,147392976,147494983,1757822,7472446,18078958
Bangladesh,2016,national,consumption,2011,2016,2,14.32454635829136,52.26558881,84.21573120373034,0.557583333,96.83703259,99.50756342360454,99.82552839,99.91884288389312,2.012557625,6.145714325,13.42760827296456,22629510,82567688,133041613,880854,152980385,157199214,157701526,157848941,3179381,9708824,21212553
Belarus,1993,national,income,2011,1993,0,0.089329834,3.683581543,34.59970238,0,89.14224719037043,99.50558823914936,99.999,99.999,0.608024902,3.354057617,10.16421874999999,9147,377164,3542681,0,9127319,10188427,10238948,10238948,62256,343424,1040719
Belarus,1995,national,income,2011,1995,0,0.723968506,3.0123291015624902,17.23067626953125,0.272398682,57.95739258,94.85796997070312,98.89768921,99.59335083007812,4.537902832,9.578398437,16.58383300781249,73800,307072,1756466,27768,5908079,9669661,10081463,10152378,462586,976406,1690528
Belarus,1998,national,consumption,2011,1998,1,11.796402597689749,39.82573632679839,76.90651437224214,1.125048542,95.81304181521772,99.61199997950496,99.87555107947976,99.93556043711304,5.706405572,10.63330808909489,17.18210502,1188129,4011233,7745996,113314,9650254,10032884,10059429,10065473,574747,1070983,1730575
Belarus,1999,national,consumption,2011,1999,1,10.60276819914817,34.93633120347639,72.03014622462683,1.531518655,95.28125899016564,99.60310295875648,99.93687370008408,100,6.269348515861379,12.07247905024865,19.134298563723178,1063112,3502974,7222274,153561,9553602,9986942,10020408,10026738,628611,1210476,1918546
Belarus,2000,national,consumption,2011,2000,1,7.331884927074631,27.76647997784641,65.88525098749676,0.866427538,93.28851940719224,99.18314181,99.85309726355742,100,6.106323304,11.12501870748534,18.02369795205172,731694,2770986,6575091,86466,9309830,9898091,9964950,9979610,609387,1110233,1798695
Belarus,2001,national,consumption,2011,2001,1,3.223238509,15.60986058454504,49.98221657835044,0.309732467,87.14270826891047,98.82730307156538,99.71476974371863,99.80935334833656,4.925533971126081,10.26838323980423,16.89041187043906,320021,1549833,4962509,30752,8652006,9812117,9900230,9909621,489034,1019501,1676973
Belarus,2002,national,consumption,2011,2002,1,2.124368982,11.43316378231824,42.66725079145274,0.185835018,83.74942585316755,98.29687438119228,99.61950177403776,99.83155105954886,4.588247211179191,9.716408227,17.201278134570238,209581,1127944,4209358,18334,8262340,9697525,9828010,9848930,452656,958577,1697000
Belarus,2003,national,consumption,2011,2003,1,1.444169471,9.400616262,39.09276165262513,0.212306146,81.31003081517989,98.65185335400771,99.77161855778476,99.93938913687536,4.244991363,9.281948113,16.20011091032129,141482,920955,3829820,20799,7965740,9664674,9774375,9790811,415871,909329,1587084
Belarus,2004,national,consumption,2011,2004,1,0.320860368,4.710347698,27.37487654482753,0.02391668,75.71898999086343,98.15099824600534,99.69986246207264,99.93412697,3.177627662,7.529528207,13.573155606108967,31220,458324,2663615,2327,7367568,9550235,9700942,9723736,309188,732634,1320688
Belarus,2005,national,consumption,2011,2005,1,0.372049536,2.665473902,17.13745471658565,0,60.03826969784236,95.30006597,98.98844638321891,99.79928832590946,3.6968301346340895,8.862571171,15.68591162172646,35955,257589,1656149,0,5802047,9209717,9566159,9644518,357259,856471,1515873
Belarus,2006,national,consumption,2011,2006,1,0.107735535,1.214807945,11.70192492645718,0.027478034,48.29574382417846,91.34616976569968,98.31172617585716,99.60621834772697,3.7156163067343297,9.28840138,16.09874080977187,10348,116681,1123961,2639,4638769,8773730,9442767,9567102,356882,892144,1546272
Belarus,2007,national,consumption,2011,2007,1,0.083754151,1.135412372,7.578231097,0,38.88236182921331,86.06946625899997,96.47964299802784,98.77634176838583,4.009218465,8.744330701,15.78453939268541,8008,108556,724551,0,3717524,8229061,9224373,9443960,383319,836041,1509152
Belarus,2008,national,consumption,2011,2008,1,0,0.517928611,5.497868583,0,34.018908584021865,85.25592262328612,96.53056284,98.89679367,3.5714918405220897,8.51371151,14.90202190870383,0,49348,523836,0,3241317,8123172,9197418,9422872,340291,811185,1419862
Belarus,2009,national,consumption,2011,2009,1,0.028866528,0.575483573,5.138929529,0.009147273,32.50076379,84.97298384280896,96.20690115014908,98.76212679955778,3.608240136,7.955903759,14.81309013393817,2744,54697,488434,869,3089062,8076328,9144065,9386928,342948,756175,1407922
Belarus,2010,national,consumption,2011,2010,1,0,0.172133081,3.554206362,0,26.467541087950902,77.76610883368197,93.04538846553989,97.69737571033971,3.4775834097525595,8.462791123361189,14.97473826393028,0,16325,337075,0,2510138,7375210,8824272,9265459,329808,802597,1420180
Belarus,2011,national,consumption,2011,2011,1,0,0.054681322,2.675447937,0,22.34076694984321,76.05337531214703,93.98767839716592,98.02827928,3.265565229,8.200577768,14.44043072754116,0,5174,253141,0,2113804,7195899,8892779,9275086,308976,775909,1366302
Belarus,2012,national,consumption,2011,2012,1,0,0.081204977,1.222966397,0,15.016384826537909,68.80779627058544,91.34087272135588,97.15220244823608,2.64334899,7.048697570332429,13.54544300731009,0,7671,115532,0,1418573,6500160,8628822,9177809,249713,665879,1279616
Belarus,2013,national,consumption,2011,2013,1,0,0.045923837,0.742460216,0,10.04050130316868,60.05299860247819,87.78698630367936,95.63925547350443,2.588816274,6.565089638,12.37036031676408,0,4337,70112,0,948146,5670931,8289910,9031417,244467,619955,1168159
Belarus,2014,national,consumption,2011,2014,1,0,0,0.4086534,0,9.01961433,56.94821180236151,85.89526118772442,94.65162075664423,2.877396935,6.835915297,13.673927555052378,0,0,38612,0,852220,5380760,8115827,8943173,271871,645892,1291983
Belarus,2015,national,consumption,2011,2015,1,0,0,0.905542118,0,12.28702190203332,65.58235966665701,89.79242673480377,96.67688548776825,2.639046337,6.227987011156451,12.737273862045887,0,0,85674,0,1162484,6204797,8495330,9146674,249682,589235,1205083
Belarus,2016,national,consumption,2011,2016,1,0,0,0.7869955411702301,0,13.18440463695166,70.06707855770779,91.51764762768214,97.16148153,2.428825169,5.914646231,11.52582566139758,0,0,74524,0,1248481,6634917,8666153,9200589,229995,560080,1091424
Belarus,2017,national,consumption,2011,2017,1,0,0.027521605,0.76483696,0,11.49727912789084,66.68882986938607,90.16390378782896,97.08457004118848,1.98884041,5.1600562710973295,11.49727912789084,0,2603,72346,0,1087526,6308089,8528594,9183219,188124,488089,1087526
Belarus,2018,national,consumption,2011,2018,1,0,0.022012188,0.445611039,0,8.527588491,61.284018017474494,87.61365389446122,95.64658833564724,1.56013142,5.202344967,10.59147660777436,0,2078,42060,0,804901,5784467,8269664,9027876,147257,491038,999707
Belarus,2019,national,consumption,2011,2019,1,0,0,0.241486592,0,6.762434094,55.18461248085693,85.25433976,94.86003340249104,2.4408442953465204,5.501317757,10.91030598130542,0,0,22747,0,637005,5198257,8030752,8935586,229922,518211,1027724
Belarus,2020,national,consumption,2011,2020,1,0,0.026765459,0.13086431,0,4.821105129,53.8131577,85.27941736365929,95.44613599346188,1.344126794,3.875039873,10.48724336412404,0,2511,12275,0,452217,5047648,7999168,8952802,126078,363477,983698
Belgium,1985,national,income,2011,1985,0,0.240187781,0.496752007,0.747857418,0.240187781,1.735902618,23.9860254,57.99989068022828,80.98695336911295,2.221736995,5.977400512,13.23762209565059,23678,48971,73726,23678,171131,2364616,5717808,7983943,219026,589271,1305006
Belgium,1988,national,income,2011,1988,0,0.477808914,0.735290694,0.735290694,0.477808914,1.499654909,20.99554053580264,54.474024710114186,77.98326368788676,2.670398224,6.741434227,12.748413746438588,47311,72806,72806,47311,148491,2078908,5393835,7721641,264414,667514,1262305
Belgium,1992,national,income,2011,1992,0,0.983283828,0.983283828,1.193708892,0.695678828,1.6639016608176498,15.21127047417639,45.96173023985055,71.93643336045483,3.2436350924026804,6.986158696110841,12.24110220818597,98772,98772,119910,69882,167142,1527996,4616928,7226128,325828,701771,1229638
Belgium,1995,national,income,2011,1995,1,0.41241007,0.729199267,0.954763626,0.41241007,1.9603493547232904,11.91457487939474,33.694019475207895,59.455029797287374,4.732243034,8.370785949,14.97505807,41805,73918,96783,41805,198717,1207758,3415499,6026844,479699,848531,1517993
Belgium,1997,national,income,2011,1997,0,0.492479403,0.492479403,0.717130568,0.239886405,1.680359689,10.96751144162021,33.48033239,59.996249470143006,4.249818256,7.956521932836271,12.99702620911574,50141,50141,73013,24423,171082,1116629,3408715,6108365,432684,810073,1323259
